OBJECTID,Vision_PID,GISID,F10D_ID,Map,Block,Lot,St_Num,Street,Location,Land_Val,Build_Val,Total_Val,Zone,Room_Cnt,Build_SF,Sale_Price,Sale_Date,Year_Built,Land_Area,Build_Styl,Bath_Cnt,Exempt_Val,Bed_Cnt,Tax_Total,LU_CODE,LU_DESC4
3009,2496,28-177,1028177000,     28,    177,,179,GRAHAM ST,179 GRAHAM ST,65800,111000,176800,R2,5,1344,0,29801,1926,14375,Bungalow,1,20000,2,156800,1010,SINGLE FAM  MDL-01
3010,2497,28-178,1028178000,     28,    178,,181,GRAHAM ST,181 GRAHAM ST,66600,99300,165900,R2,6,1383,0,37994,1926,15246,Bungalow,1,20000,2,145900,1010,SINGLE FAM  MDL-01
3011,2498,28-179,1028179000,     28,    179,,183,GRAHAM ST,183 GRAHAM ST,62000,85300,147300,R2,5,1352,154500,38937,1926,13681,Bungalow,2,0,4,147300,1010,SINGLE FAM  MDL-01
3012,2499,28-180,1028180000,     28,    180,,185,GRAHAM ST,185 GRAHAM ST,71800,152300,224100,R2,9,1800,239000,41851,1926,22216,Conventional,1.5,0,4,224100,1010,SINGLE FAM  MDL-01
3013,2500,28-180-1,1028180001,     28,    180,      1,185,GRAHAM ST (REAR OF),185 GRAHAM ST (REAR OF),1200,0,1200,R2,,0,210000,40280,0,10454,Vacant Land,,0,,1200,1320,RES ACLNUD  MDL-00
3014,2501,28-181,1028181000,     28,    181,,189,GRAHAM ST,189 GRAHAM ST,109500,223100,332600,R2,18,4641,275000,40277,1900,26136,Res Apt,4,0,9,332600,1110,RES APT 4 +
3015,2502,28-182,1028182000,     28,    182,,5,SUNRISE ST,5 SUNRISE ST,62000,144400,206400,R2,6,1265,220000,42216,1965,10019,Ranch,2,20000,2,186400,1010,SINGLE FAM  MDL-01
3016,2503,28-183,1028183000,     28,    183,,4,SUNRISE ST,4 SUNRISE ST,58500,119400,177900,R2,6,1092,175000,41929,1961,7841,Ranch,1,0,2,177900,1010,SINGLE FAM  MDL-01
3017,2504,28-184,1028184000,     28,    184,,2,SUNRISE ST,2 SUNRISE ST,58500,149900,208400,R2,9,1940,252500,38574,1966,7841,2 Unit,3,0,3,208400,1040,TWO FAMILY  MDL-03
3018,2505,28-185,1028185000,     28,    185,,197,GRAHAM ST,197 GRAHAM ST,59900,121700,181600,R2,5,1092,230000,43278,1955,8712,Split-Level,2,0,2,181600,1010,SINGLE FAM  MDL-01
3019,2506,28-186,1028186000,     28,    186,,1,HAVEY AVE,1 HAVEY AVE,64700,113200,177900,R2,7,1744,0,35083,1939,13068,Cape,1,20000,3,157900,1010,SINGLE FAM  MDL-01
3020,2507,28-187,1028187000,     28,    187,,3,HAVEY AVE,3 HAVEY AVE,59300,82500,141800,R2,6,1092,179000,42664,1950,8276,Cape,1,0,3,141800,1010,SINGLE FAM  MDL-01
3021,2508,28-188,1028188000,     28,    188,,5,HAVEY AVE,5 HAVEY AVE,59300,103100,162400,R2,8,1562,0,38709,1948,8276,Cape,1,0,4,162400,1010,SINGLE FAM  MDL-01
3022,2509,28-189,1028189000,     28,    189,,7,HAVEY AVE,7 HAVEY AVE,62800,112600,175400,R2,6,1601,187000,42452,1952,10890,Ranch,1,20000,3,155400,1010,SINGLE FAM  MDL-01
3023,2510,28-190,1028190000,     28,    190,,11,HAVEY AVE,11 HAVEY AVE,62800,142900,205700,R2,7,1473,0,32106,1948,10890,Cape,2,20000,2,185700,1010,SINGLE FAM  MDL-01
3024,2511,28-191,1028191000,     28,    191,,18,GERTRUDE AVE,18 GERTRUDE AVE,57800,121300,179100,R2,7,1260,0,42990,1949,7405,Cape,1,0,4,179100,1010,SINGLE FAM  MDL-01
3025,2512,28-192,1028192000,     28,    192,,16,GERTRUDE AVE,16 GERTRUDE AVE,57900,113100,171000,R2,6,1260,214500,42885,1953,7450,Cape,2.5,0,3,171000,1010,SINGLE FAM  MDL-01
3026,2513,28-193,1028193000,     28,    193,,14,GERTRUDE AVE,14 GERTRUDE AVE,58500,105900,164400,R2,6,1165,0,,1953,7841,Cape,1,20000,3,144400,1010,SINGLE FAM  MDL-01
3027,2514,28-194,1028194000,     28,    194,,12,GERTRUDE AVE,12 GERTRUDE AVE,59300,101200,160500,R2,6,1331,171000,40303,1953,8276,Cape,1,0,3,160500,1010,SINGLE FAM  MDL-01
3028,2515,28-195,1028195000,     28,    195,,10,GERTRUDE AVE,10 GERTRUDE AVE,72400,150400,222800,R2,9,1662,210000,40280,1953,24393,Ranch,2,20000,4,202800,1010,SINGLE FAM  MDL-01
3029,2516,28-196,1028196000,     28,    196,,4,GERTRUDE AVE,4 GERTRUDE AVE,63500,90900,154400,R2,6,1436,0,43266,1936,11761,Conventional,1.5,0,3,154400,1010,SINGLE FAM  MDL-01
3030,2517,28-197,1028197000,     28,    197,,2,GERTRUDE AVE,2 GERTRUDE AVE,63500,149000,212500,R2,8,2097,130000,37803,1936,11761,Conventional,,20000,3,192500,1010,SINGLE FAM  MDL-01
3031,2518,28-198,1028198000,     28,    198,,12,HAVEY AVE,12 HAVEY AVE,62800,121600,184400,R2,6,1717,98700,36095,1949,10890,Cape,1,20000,3,164400,1010,SINGLE FAM  MDL-01
3032,2519,28-199,1028199000,     28,    199,,10,HAVEY AVE,10 HAVEY AVE,55800,129800,185600,R2,8,1888,200000,39318,1946,5663,Cape,1,0,3,185600,1010,SINGLE FAM  MDL-01
3033,2520,28-200,1028200000,     28,    200,,8,HAVEY AVE,8 HAVEY AVE,55800,97100,152900,R2,4,862,0,38940,1951,5663,Ranch,1,0,2,152900,1010,SINGLE FAM  MDL-01
3034,2521,28-201,1028201000,     28,    201,,6,HAVEY AVE,6 HAVEY AVE,59300,79700,139000,R2,6,1092,161000,40315,1935,8276,Cape,1,20000,4,119000,1010,SINGLE FAM  MDL-01
3035,2522,28-202,1028202000,     28,    202,,2,HAVEY AVE,2 HAVEY AVE,59300,112400,171700,R2,8,1124,0,,1947,8276,Conventional,1.5,20000,3,151700,1010,SINGLE FAM  MDL-01
3036,2523,28-203,1028203000,     28,    203,,205,GRAHAM ST,205 GRAHAM ST,59300,159200,218500,R2,5,1763,202500,43020,1941,8276,Conventional,2,0,2,218500,1010,SINGLE FAM  MDL-01
3037,2524,28-204,1028204000,     28,    204,,207,GRAHAM ST,207 GRAHAM ST,61300,118100,179400,R2,5,1271,0,29321,1960,9583,Ranch,1,26000,2,153400,1010,SINGLE FAM  MDL-01
3038,2525,28-205,1028205000,     28,    205,,19,WEST ST,19 WEST ST,56800,99500,156300,R2,5,1080,0,29706,1950,6534,Conventional,1,0,3,156300,1010,SINGLE FAM  MDL-01
3039,2526,28-206,1028206000,     28,    206,,21,WEST ST,21 WEST ST,55800,94200,150000,R2,6,1020,143400,42121,1950,5663,Ranch,1,20000,2,130000,1010,SINGLE FAM  MDL-01
3040,2527,28-207,1028207000,     28,    207,,23,WEST ST,23 WEST ST,60600,130700,191300,R2,5,1411,147000,41831,1953,9148,Ranch,1,0,3,191300,1010,SINGLE FAM  MDL-01
3041,2528,28-208,1028208000,     28,    208,,25,WEST ST,25 WEST ST,60600,106800,167400,R2,5,1008,0,43075,1956,9148,Ranch,2,20000,2,147400,1010,SINGLE FAM  MDL-01
3042,2529,28-209,1028209000,     28,    209,,27,WEST ST,27 WEST ST,64700,109600,174300,R2,6,1216,163000,41851,1959,13068,Ranch,1,20000,2,154300,1010,SINGLE FAM  MDL-01
3043,2530,28-210,1028210000,     28,    210,,34,GERTRUDE AVE,34 GERTRUDE AVE,56800,124100,180900,R2,5,1144,214900,39504,1959,6534,Ranch,1.5,20000,2,160900,1010,SINGLE FAM  MDL-01
3044,2531,28-211,1028211000,     28,    211,,16,WESTFIELD ST,16 WESTFIELD ST,56800,93700,150500,R2,5,1210,157000,38191,1943,6534,Cape,1,0,3,150500,1010,SINGLE FAM  MDL-01
3045,2532,28-212,1028212000,     28,    212,,8,WESTFIELD ST,8 WESTFIELD ST,55800,86600,142400,R2,7,1429,82500,37634,1914,5663,Conventional,1,0,3,142400,1010,SINGLE FAM  MDL-01
3046,2533,28-213,1028213000,     28,    213,,6,WESTFIELD ST,6 WESTFIELD ST,55300,78400,133700,R2,6,1132,112244,41510,1900,5227,Conventional,1,20000,3,113700,1010,SINGLE FAM  MDL-01
3047,2534,28-214,1028214000,     28,    214,,117,PROSPECT ST,117 PROSPECT ST,62000,84800,146800,R2,4,832,123000,40844,1941,10019,Cape,1,20000,2,126800,1010,SINGLE FAM  MDL-01
3048,2535,28-215,1028215000,     28,    215,,119,PROSPECT ST,119 PROSPECT ST,54000,104400,158400,R2,5,1469,0,35795,1940,4356,Ranch,1.5,20000,3,138400,1010,SINGLE FAM  MDL-01
3049,2536,28-216,1028216000,     28,    216,,3,DUPONT AVE,3 DUPONT AVE,135100,269900,405000,R2,,6762,475000,38523,1920,10890,Apartments,,0,,405000,1115,APT OVER 8  MDL-94
3050,2537,28-217,1028217000,     28,    217,,11,DUPONT AVE,11 DUPONT AVE,62800,115000,177800,R2,6,1257,170000,38310,1942,10890,Conventional,1,20000,2,157800,1010,SINGLE FAM  MDL-01
3051,2538,28-218,1028218000,     28,    218,,13,DUPONT AVE,13 DUPONT AVE,55300,139700,195000,R2,7,1712,133000,37312,1940,5227,Conventional,1,20000,2,175000,1010,SINGLE FAM  MDL-01
3052,2539,28-219,1028219000,     28,    219,,15,DUPONT AVE,15 DUPONT AVE,55300,153000,208300,R2,7,2039,219900,42879,1950,5227,Cape,1,20000,2,188300,1010,SINGLE FAM  MDL-01
3053,2540,28-220,1028220000,     28,    220,,14,DUPONT AVE,14 DUPONT AVE,55300,96600,151900,R2,4,875,128000,37764,1948,5227,Conventional,1,20000,2,131900,1010,SINGLE FAM  MDL-01
3054,2541,28-221,1028221000,     28,    221,,12,DUPONT AVE,12 DUPONT AVE,62000,87900,149900,R2,12,2436,112500,40011,1918,10019,2 Unit,2,0,5,149900,1040,TWO FAMILY  MDL-03
3055,2542,28-222,1028222000,     28,    222,,4,DUPONT AVE,4 DUPONT AVE,77500,169500,247000,R2,13,3192,245000,41693,1940,10000,3 Unit,3,0,5,247000,1050,THREE FAM  MDL-03
3056,102146,28-222-1,1028222001,     28,    222,      1,8,DUPONT AVE,8 DUPONT AVE,55000,132000,187000,R2,5,1248,147000,40886,2002,5000,Colonial,1.5,20000,3,167000,1010,SINGLE FAM  MDL-01
3057,2543,28-223,1028223000,     28,    223,,121,PROSPECT ST,121 PROSPECT ST,55300,124500,179800,R2,2,1980,0,38751,1920,5227,Colonial,2,0,4,179800,1010,SINGLE FAM  MDL-01
3058,2544,28-224,1028224000,     28,    224,,123,PROSPECT ST,123 PROSPECT ST,55300,91100,146400,R2,8,1674,73000,41920,1920,5227,2 Unit,2,0,3,146400,1040,TWO FAMILY  MDL-03
3059,2545,28-225,1028225000,     28,    225,,1,WILSON ST,1 WILSON ST,62800,99600,162400,R2,12,2075,172000,40058,1919,10890,2 Unit,2,0,4,162400,1040,TWO FAMILY  MDL-03
3060,2546,28-226,1028226000,     28,    226,,5,WILSON ST,5 WILSON ST,55300,96500,151800,R2,6,1040,86000,32809,1945,5227,Conventional,1,20000,2,131800,1010,SINGLE FAM  MDL-01
3061,2547,28-227,1028227000,     28,    227,,7,WILSON ST,7 WILSON ST,55300,98200,153500,R2,6,1302,89000,41257,1945,5227,Conventional,1,0,3,153500,1010,SINGLE FAM  MDL-01
3062,2548,28-228,1028228000,     28,    228,,9,WILSON ST,9 WILSON ST,55300,108000,163300,R2,6,1114,152000,42075,1953,5227,Conventional,1,0,2,163300,1010,SINGLE FAM  MDL-01
3063,2549,28-229,1028229000,     28,    229,,11,WILSON ST,11 WILSON ST,55300,123000,178300,R2,6,1472,0,31691,1949,5227,Conventional,2,20000,3,158300,1010,SINGLE FAM  MDL-01
3064,2550,28-230,1028230000,     28,    230,,15,WILSON ST,15 WILSON ST,62800,101000,163800,R2,6,1496,0,27849,1939,10890,Cape,1,20000,3,143800,1010,SINGLE FAM  MDL-01
3065,2551,28-231,1028231000,     28,    231,,12,WILSON ST,12 WILSON ST,62800,105500,168300,R2,6,1612,0,41002,1986,10890,Modular,2,20000,3,148300,1010,SINGLE FAM  MDL-01
3066,2552,28-232,1028232000,     28,    232,,10,WILSON ST,10 WILSON ST,55300,124900,180200,R2,6,1075,0,,1982,5227,Cape,,26000,3,154200,1010,SINGLE FAM  MDL-01
3067,2553,28-233,1028233000,     28,    233,,8,WILSON ST,8 WILSON ST,52500,99200,151700,R2,5,936,95000,42339,1919,5227,Bungalow,1,20000,2,131700,1010,SINGLE FAM  MDL-01
3068,2554,28-234,1028234000,     28,    234,,6,WILSON ST,6 WILSON ST,54000,113800,167800,R2,6,1664,200000,42916,1938,4356,Conventional,1.5,0,4,167800,1010,SINGLE FAM  MDL-01
3069,2555,28-235,1028235000,     28,    235,,4,WILSON ST,4 WILSON ST,55800,109600,165400,R2,7,1366,139200,37134,1939,5663,Bungalow,2,20000,2,145400,1010,SINGLE FAM  MDL-01
3070,2556,28-236,1028236000,     28,    236,,137,PROSPECT ST,137 PROSPECT ST,62000,131800,193800,R2,10,2336,242000,42613,1919,10019,2 Unit,2,0,4,193800,1040,TWO FAMILY  MDL-03
3071,2557,28-237,1028237000,     28,    237,,143,PROSPECT ST & 3 LAURIER,143 PROSPECT ST & 3 LAURIER,62000,167200,229200,R2,10,1632,119000,34967,1920,10019,2 Unit,2,0,4,229200,1092,MULTI HSES 2 UNIT
3072,2558,28-238,1028238000,     28,    238,,5,LAURIER ST,5 LAURIER ST,62000,102000,164000,R2,6,1100,200000,42556,1920,10019,Bungalow,1.5,20000,3,144000,1010,SINGLE FAM  MDL-01
3073,2559,28-239,1028239000,     28,    239,,11,LAURIER ST,11 LAURIER ST,62000,163000,225000,R2,7,1591,236000,42898,1919,10019,Conventional,1.5,0,3,225000,1010,SINGLE FAM  MDL-01
3074,2560,28-240,1028240000,     28,    240,,13,LAURIER ST,13 LAURIER ST,62000,95500,157500,R2,6,1382,151550,38058,1932,10019,Conventional,1,20000,4,137500,1010,SINGLE FAM  MDL-01
3075,2561,28-241,1028241000,     28,    241,,8,LAURIER ST,8 LAURIER ST,63200,166300,229500,R2,12,3430,0,31918,1920,11326,3 Unit,4,26000,5,203500,1050,THREE FAM  MDL-03
3076,2562,28-241-1,1028241001,     28,    241,      1,12,LAURIER ST,12 LAURIER ST,59900,104400,164300,R2,5,1008,0,40434,1969,8712,Ranch,1,20000,3,144300,1010,SINGLE FAM  MDL-01
3077,2563,28-242,1028242000,     28,    242,,2,LAURIER ST,2 LAURIER ST,62000,64100,126100,R2,4,806,147500,42405,1920,10019,Bungalow,1,20000,2,106100,1010,SINGLE FAM  MDL-01
3078,2564,28-243,1028243000,     28,    243,,145,PROSPECT ST,145 PROSPECT ST,55300,75200,130500,R2,5,1060,0,41369,1911,5227,Conventional,1,0,2,130500,1010,SINGLE FAM  MDL-01
3079,2565,28-244,1028244000,     28,    244,,147,PROSPECT ST,147 PROSPECT ST,55300,87000,142300,R2,10,1768,0,42528,1940,5227,2 Unit,2,0,5,142300,1040,TWO FAMILY  MDL-03
3080,2566,28-245,1028245000,     28,    245,,149,PROSPECT ST,149 PROSPECT ST,60600,104800,165400,R2,5,1163,180000,42650,1935,9148,Bungalow,1.5,20000,3,145400,1010,SINGLE FAM  MDL-01
3081,2567,28-246,1028246000,     28,    246,,3,BELMONT AVE,3 BELMONT AVE,56300,88500,144800,R2,5,1075,0,37405,1951,6098,Conventional,1,20000,3,124800,1010,SINGLE FAM  MDL-01
3082,2568,28-247,1028247000,     28,    247,,5,BELMONT AVE,5 BELMONT AVE,57800,95200,153000,R2,7,1407,115000,41897,1951,7405,Conventional,1,26000,3,127000,1010,SINGLE FAM  MDL-01
3083,2569,28-248,1028248000,     28,    248,,9,BELMONT AVE,9 BELMONT AVE,57800,110700,168500,R2,7,1476,184900,43164,1947,7405,Cape,1,0,4,168500,1010,SINGLE FAM  MDL-01
3084,2570,28-249,1028249000,     28,    249,,11,BELMONT AVE,11 BELMONT AVE,55300,95500,150800,R2,6,1301,0,,1949,5227,Cape,1,26000,4,124800,1010,SINGLE FAM  MDL-01
3085,2571,28-250,1028250000,     28,    250,,13,BELMONT AVE,13 BELMONT AVE,57400,156600,214000,R2,8,2088,229000,41250,1950,6970,Colonial,2,20000,4,194000,1010,SINGLE FAM  MDL-01
3086,2572,28-251,1028251000,     28,    251,,8,BELMONT AVE,8 BELMONT AVE,61300,106200,167500,R2,5,960,0,43133,1981,9583,Ranch,1,20000,3,147500,1010,SINGLE FAM  MDL-01
3087,2573,28-251-1,1028251001,     28,    251,      1,10,BELMONT AVE,10 BELMONT AVE,61300,112400,173700,R2,6,960,152000,42069,1981,9583,Ranch,1,20000,3,153700,1010,SINGLE FAM  MDL-01
3088,2574,28-252,1028252000,     28,    252,,6,BELMONT AVE,6 BELMONT AVE,56800,134000,190800,R2,9,2064,220000,42219,1948,6534,2 Unit,2,0,5,190800,1040,TWO FAMILY  MDL-03
3089,2575,28-253,1028253000,     28,    253,,4,BELMONT AVE,4 BELMONT AVE,56800,81700,138500,R2,10,2198,0,42688,1900,6534,2 Unit,2,0,5,138500,1040,TWO FAMILY  MDL-03
3090,2576,28-254,1028254000,     28,    254,,2,BELMONT AVE,2 BELMONT AVE,56300,109000,165300,R2,5,989,155000,42130,1963,6098,Ranch,1,20000,2,145300,1010,SINGLE FAM  MDL-01
3091,2577,28-255,1028255000,     28,    255,,157,PROSPECT ST,157 PROSPECT ST,64700,192200,256900,R2,15,3562,180000,37424,1940,13068,3 Unit,3,0,6,256900,1050,THREE FAM  MDL-03
3092,2578,28-256,1028256000,     28,    256,,159,PROSPECT ST,159 PROSPECT ST,71200,118700,189900,R2,6,1196,0,41233,1955,66647,Ranch,1,0,3,189900,1010,SINGLE FAM  MDL-01
3093,2579,28-257,1028257000,     28,    257,,163,PROSPECT ST,163 PROSPECT ST,62800,115800,178600,R2,7,1719,120000,41946,1900,10890,Conventional,1,0,3,178600,1010,SINGLE FAM  MDL-01
3094,2580,28-258,1028258000,     28,    258,,167,PROSPECT ST,167 PROSPECT ST,55300,112100,167400,R2,5,1068,177500,42541,1952,5227,Ranch,1,20000,3,147400,1010,SINGLE FAM  MDL-01
3095,2581,28-259,1028259000,     28,    259,,20,HILLSIDE AVE,20 HILLSIDE AVE,55300,95200,150500,R2,5,1056,0,30095,1948,5227,Ranch,1,26000,2,124500,1010,SINGLE FAM  MDL-01
3096,2582,28-260,1028260000,     28,    260,,18,HILLSIDE AVE,18 HILLSIDE AVE,57800,149200,207000,R2,9,1424,185000,42997,1952,7405,Ranch,2,0,2,207000,1010,SINGLE FAM  MDL-01
3097,2583,28-261,1028261000,     28,    261,,16,HILLSIDE AVE,16 HILLSIDE AVE,56800,118600,175400,R2,5,1104,189140,43258,1955,6534,Ranch,1,0,2,175400,1010,SINGLE FAM  MDL-01
3098,2584,28-262,1028262000,     28,    262,,14,HILLSIDE AVE,14 HILLSIDE AVE,56800,112000,168800,R2,5,1104,110000,36706,1954,6534,Ranch,1,20000,3,148800,1010,SINGLE FAM  MDL-01
3099,2585,28-263,1028263000,     28,    263,,15,HILLSIDE AVE,15 HILLSIDE AVE,56300,123700,180000,R2,6,1248,145000,41897,1954,6098,Ranch,1,20000,3,160000,1010,SINGLE FAM  MDL-01
3100,2586,28-264,1028264000,     28,    264,,5,EVERGREEN LN,5 EVERGREEN LN,61300,133100,194400,R2,5,1264,180000,39969,1954,9583,Ranch,1,0,2,194400,1010,SINGLE FAM  MDL-01
3101,2587,28-265,1028265000,     28,    265,,6,EVERGREEN LN,6 EVERGREEN LN,58500,125800,184300,R2,5,1140,189900,42669,1956,7841,Ranch,1,20000,3,164300,1010,SINGLE FAM  MDL-01
3102,2588,28-266,1028266000,     28,    266,,17,HILLSIDE AVE,17 HILLSIDE AVE,59300,118100,177400,R2,5,1132,199000,39595,1953,8276,Ranch,1,20000,3,157400,1010,SINGLE FAM  MDL-01
3103,2589,28-267,1028267000,     28,    267,,19,HILLSIDE AVE,19 HILLSIDE AVE,55800,116100,171900,R2,5,1080,154500,40207,1951,5663,Ranch,1,20000,3,151900,1010,SINGLE FAM  MDL-01
3104,2590,28-268,1028268000,     28,    268,,21,HILLSIDE AVE,21 HILLSIDE AVE,55800,117100,172900,R2,5,1080,155500,41474,1951,5663,Ranch,1.5,20000,3,152900,1010,SINGLE FAM  MDL-01
3105,2591,28-269,1028269000,     28,    269,,175,PROSPECT ST,175 PROSPECT ST,72100,137300,209400,R2,10,1551,150000,42261,1850,23958,Antique,2,0,4,209400,1011,SF (W/ APT)  MDL-01
3106,2592,28-270,1028270000,     28,    270,,284,HILL ST,284 HILL ST,628500,251600,880100,R2,,4200,0,30502,1972,418176,Other Municip,,0,,880100,903L,TOWN-PROP  MDL-96
3107,2593,29-1,1029001000,     29,      1,,276,HILL ST,276-278 HILL ST,119900,359100,479000,R2,14,4033,0,36514,1790,32670,3 Unit,3,0,5,479000,1116,APT/M-BLDG  MDL-03
3108,2594,29-2,1029002000,     29,      2,,274,HILL ST,274 HILL ST,55300,99700,155000,R2,5,912,134000,37460,1948,5227,Ranch,1,0,2,155000,1010,SINGLE FAM  MDL-01
3109,2595,29-3,1029003000,     29,      3,,1,HILLSIDE AVE,1 HILLSIDE AVE,55300,115300,170600,R2,6,1382,0,28261,1949,5227,Cape,2,20000,4,150600,1010,SINGLE FAM  MDL-01
3110,2596,29-4,1029004000,     29,      4,,3,HILLSIDE AVE,3 HILLSIDE AVE,55300,93200,148500,R2,6,1221,144000,40863,1949,5227,Cape,1,20000,4,128500,1010,SINGLE FAM  MDL-01
3111,2597,29-5,1029005000,     29,      5,,5,HILLSIDE AVE,5 HILLSIDE AVE,55300,107600,162900,R2,5,1408,87000,33393,1950,5227,Ranch,1,20000,3,142900,1010,SINGLE FAM  MDL-01
3112,2598,29-6,1029006000,     29,      6,,7,HILLSIDE AVE,7 HILLSIDE AVE,55300,106300,161600,R2,4,1008,191000,42963,1950,5227,Ranch,1,0,2,161600,1010,SINGLE FAM  MDL-01
3113,2599,29-7,1029007000,     29,      7,,9,HILLSIDE AVE,9 HILLSIDE AVE,62100,113400,175500,R2,5,1340,0,38182,1957,10080,Ranch,1,20000,2,155500,1010,SINGLE FAM  MDL-01
3114,2600,29-8,1029008000,     29,      8,,13,HILLSIDE AVE,13 HILLSIDE AVE,56800,119400,176200,R2,5,1140,155000,41914,1957,6534,Ranch,1,0,3,176200,1010,SINGLE FAM  MDL-01
3115,2601,29-9,1029009000,     29,      9,,10,HILLSIDE AVE,10 HILLSIDE AVE,58500,118100,176600,R2,6,1165,0,30762,1952,7841,Cape,1,20000,2,156600,1010,SINGLE FAM  MDL-01
3116,2602,29-10,1029010000,     29,     10,,8,HILLSIDE AVE,8 HILLSIDE AVE,55300,105900,161200,R2,6,960,169900,42410,1953,5227,Ranch,1,20000,3,141200,1010,SINGLE FAM  MDL-01
3117,2603,29-11,1029011000,     29,     11,,6,HILLSIDE AVE,6 HILLSIDE AVE,55300,98700,154000,R2,5,960,180500,42713,1949,5227,Ranch,1,20000,3,134000,1010,SINGLE FAM  MDL-01
3118,2604,29-12,1029012000,     29,     12,,4,HILLSIDE AVE,4 HILLSIDE AVE,55300,120800,176100,R2,6,1414,0,41274,1949,5227,Cape,1,0,4,176100,1010,SINGLE FAM  MDL-01
3119,2605,29-13,1029013000,     29,     13,,2,HILLSIDE AVE,2 HILLSIDE AVE,55300,102400,157700,R2,6,1238,101000,36677,1949,5227,Cape,1,20000,4,137700,1010,SINGLE FAM  MDL-01
3120,2606,29-14,1029014000,     29,     14,,270,HILL ST,270 HILL ST,55300,112600,167900,R2,4,1457,83500,36357,1949,5227,Cape,1,0,2,167900,1010,SINGLE FAM  MDL-01
3121,2607,29-15,1029015000,     29,     15,,264,HILL ST,264 HILL ST,66500,85200,151700,R2,11,2121,109500,36538,1890,15088,Conventional,2,20000,5,131700,1010,SINGLE FAM  MDL-01
3122,2608,29-15-1,1029015001,     29,     15,      1,5,CHAPPELLFIELD OAKS,5-6 CHAPPELLFIELD OAKS,127100,877400,1004500,R2,,3760,0,41941,2004,60548,Res Apt,,0,8,1004500,1116,APT/M-BLDG  MDL-03
3123,2609,29-16,1029016000,     29,     16,,260,HILL ST,260 HILL ST,67900,102000,169900,R2,8,2077,155000,40371,1830,16553,2 Unit,2,0,4,169900,1040,TWO FAMILY  MDL-03
3124,2610,29-16-1,1029016001,     29,     16,      1,20,BELMONT AVE,20 BELMONT AVE,59900,206200,266100,R2,10,2520,158000,36735,1983,8712,Colonial,3,26000,5,240100,1010,SINGLE FAM  MDL-01
3125,2611,29-17,1029017000,     29,     17,,254,HILL ST,254 HILL ST,68000,116600,184600,R2,8,1646,0,30868,1840,31363,Conventional,1,26000,4,158600,1010,SINGLE FAM  MDL-01
3126,100060,29-17-1,1029017001,     29,     17,      1,17,BELMONT AVE,17 BELMONT AVE,66100,282500,348600,R2,10,2880,0,37755,2003,10890,Colonial,3.5,20000,5,328600,1011,SF (W/ APT)  MDL-01
3127,2612,29-17-2,1029017002,     29,     17,      2,15,BELMONT AVE,15 BELMONT AVE,62800,207900,270700,R2,7,1992,232500,40723,1985,10890,Ranch,2,20000,3,250700,1010,SINGLE FAM  MDL-01
3128,2613,29-18,1029018000,     29,     18,,246,HILL ST,246 HILL ST,66600,115000,181600,R2,9,2148,158000,40837,1880,15246,2 Unit,2,0,2,181600,1040,TWO FAMILY  MDL-03
3129,2614,29-18-1,1029018001,     29,     18,      1,22,LAURIER ST,22 LAURIER ST,64700,159400,224100,R2,6,1278,179000,41446,1972,13068,Raised Ranch,2.5,20000,3,204100,1010,SINGLE FAM  MDL-01
3130,2615,29-18-2,1029018002,     29,     18,      2,21,LAURIER ST,21 LAURIER ST,55800,139700,195500,R2,6,1256,210000,43090,1967,10019,Split-Level,1.5,20000,3,175500,1010,SINGLE FAM  MDL-01
3131,2616,29-18-3,1029018003,     29,     18,      3,250,HILL ST,250 HILL ST,61300,156300,217600,R2,5,1080,102000,42034,1981,9583,Raised Ranch,2,20000,2,197600,1010,SINGLE FAM  MDL-01
3132,2617,29-19,1029019000,     29,     19,,240,HILL ST,240 HILL ST,58500,132900,191400,R2,7,1514,0,31397,1890,7841,Conventional,1,20000,4,171400,1010,SINGLE FAM  MDL-01
3133,2618,29-19-1,1029019001,     29,     19,      1,242,HILL ST,242 HILL ST,58500,157900,216400,R2,6,1160,0,40130,1978,7841,Raised Ranch,2,20000,4,196400,1010,SINGLE FAM  MDL-01
3134,2619,29-19-2,1029019002,     29,     19,      2,20,WILSON ST,20 WILSON ST,64300,145900,210200,R2,7,1244,195000,42333,1977,12632,Ranch,1.5,0,3,210200,1010,SINGLE FAM  MDL-01
3135,2620,29-20,1029020000,     29,     20,,18,WILSON ST,18 WILSON ST,70100,104300,174400,R2,6,1526,0,38687,1935,19166,Conventional,1,20000,3,154400,1010,SINGLE FAM  MDL-01
